brand,product_name,product_category_tree,product_rating,retail_price,discounted_price,discount_percentage,main_category,sub_category,price_bucket
Radiant Bay,Radiant Bay Charismatic White Gold Diamond 18 K Ring,"[""Jewellery >> Rings""]",,41347.0,33078.0,19.99903257793794,Jewellery,Rings,₹5K+
HOKO,HOKO Flip Cover for Samsung Galaxy Note 10.1 2014 Edition,"[""Mobiles & Accessories >> Tablet Accessories >> Cases & Covers >> HOKO Cases & Covers""]",,2200.0,1200.0,45.45454545454545,Mobiles & Accessories,Tablet Accessories,₹1K–2K
BlueStone,"BlueStone The Emperor Yellow Gold Diamond, Ruby 18 K Ring","[""Jewellery >> Rings""]",,44659.0,34835.0,21.99780559349739,Jewellery,Rings,₹5K+
Rakam,"Rakam Gold Emerald, Diamond 14K White Gold 14 K Ring","[""Jewellery >> Rings""]",,32375.0,27518.0,15.0023166023166,Jewellery,Rings,₹5K+
Rakam,"Rakam Gold Ruby, Diamond 18K White Gold 18 K Ring","[""Jewellery >> Rings""]",,46125.0,39206.0,15.000542005420053,Jewellery,Rings,₹5K+
Home Originals,"Home Originals Geometric, Striped Double Blanket Multicolor","[""Home Furnishing >> Bed Linen >> Blankets, Quilts & Dohars""]",,2999.0,1299.0,56.68556185395131,Home Furnishing,Bed Linen,₹1K–2K
FIFA,FIFA 15 inch Laptop Backpack,"[""Bags, Wallets & Belts >> Bags >> Backpacks >> FIFA Backpacks""]",,2895.0,599.0,79.30915371329878,"Bags, Wallets & Belts",Bags,₹500–1K
BlueStone,BlueStone Soar Free Yellow Gold Diamond 14 K Ring,"[""Jewellery >> Rings""]",,38719.0,29936.0,22.683953614504507,Jewellery,Rings,₹5K+
Unknown,Craftghar Printed Women's Wrap Around Skirt,"[""Clothing >> Women's Clothing >> Western Wear >> Dresses & Skirts >> Skirts >> Craftghar Skirts""]",,832.0,399.0,52.043269230769226,Clothing,Women's Clothing,<₹500
Diti Jewellery,Diti Jewellery Platinum Ring RD0569 Platinum Ring,"[""Jewellery >> Rings""]",,36000.0,27000.0,25.0,Jewellery,Rings,₹5K+
Cazcase,Cazcase Book Cover for Apple Ipad Pro 12.9'',"[""Mobiles & Accessories >> Tablet Accessories >> Cases & Covers >> Cazcase Cases & Covers""]",,2699.0,1699.0,37.05075954057058,Mobiles & Accessories,Tablet Accessories,₹1K–2K
BMS,BMS Book Cover for Apple ipad Pro,"[""Mobiles & Accessories >> Tablet Accessories >> Cases & Covers >> BMS Cases & Covers""]",,1999.0,1199.0,40.0200100050025,Mobiles & Accessories,Tablet Accessories,₹1K–2K
Radiant Bay,Radiant Bay Best of Halo for women White Gold Diamond 14 K Ring,"[""Jewellery >> Rings""]",,40022.0,32018.0,19.999000549697666,Jewellery,Rings,₹5K+
Karatcraft,Karatcraft Cadena Yellow Gold Diamond 18 K Ring,"[""Jewellery >> Rings""]",,38587.0,28397.0,26.407857568611192,Jewellery,Rings,₹5K+
Bless,Bless Laxmiganesh3 Showpiece  -  25 cm,"[""Home Decor & Festive Needs >> Religion & Devotion >> Bless Religion & Devotion""]",,1001.0,581.0,41.95804195804196,Home Decor & Festive Needs,Religion & Devotion,₹500–1K
Karatcraft,Karatcraft Infinity Swirl Yellow Gold Diamond 18 K Ring,"[""Jewellery >> Rings""]",,42199.0,30370.0,28.031469940045973,Jewellery,Rings,₹5K+
Jewels5,Jewels5 Shawnita Yellow Gold Diamond 18 K Ring,"[""Jewellery >> Rings""]",,45288.0,31934.0,29.486839780957432,Jewellery,Rings,₹5K+
BlueStone,BlueStone The Aureus Gold Diamond 18 K Ring,"[""Jewellery >> Rings""]",,41039.0,31838.0,22.420136942907966,Jewellery,Rings,₹5K+
Unknown,Prism Sky king Four Axis Aircraft 2.4g Rc X39,"[""Toys & School Supplies >> Remote Control Toys >> Prism Remote Control Toys""]",5.0,5749.0,4059.0,29.396416768133587,Toys & School Supplies,Remote Control Toys,₹2K–5K
Unknown,Wilson Championship Extra Duty Tennis Ball,"[""Sports & Fitness >> Racquet Sports >> Tennis >> Tennis Balls >> Wilson Tennis Balls""]",4.1,395.0,290.0,26.582278481012654,Sports & Fitness,Racquet Sports,<₹500
Caratcents,Caratcents Gold Yellow Gold 14 K Ring,"[""Jewellery >> Rings""]",,48413.0,33405.0,30.999938033172906,Jewellery,Rings,₹5K+
BlueStone,BlueStone The Aster White Gold Diamond 18 K Ring,"[""Jewellery >> Rings""]",,35652.0,26857.0,24.669022775720858,Jewellery,Rings,₹5K+
JacknJewel,JacknJewel Felicity Diamond Stone Gold 18K Yellow Gold 18 K Ring,"[""Jewellery >> Rings""]",,36360.0,27999.0,22.995049504950497,Jewellery,Rings,₹5K+
Radiant Bay,Radiant Bay Floral Wish Trio Yellow Gold Diamond 18 K Ring,"[""Jewellery >> Rings""]",,33875.0,27100.0,20.0,Jewellery,Rings,₹5K+
Radiant Bay,Radiant Bay Sparkling Bloom Yellow Gold Diamond 18 K Ring,"[""Jewellery >> Rings""]",,46671.0,37337.0,19.99957146836365,Jewellery,Rings,₹5K+
Rock,Rock Flip Cover for Apple iPad Mini Retina,"[""Mobiles & Accessories >> Tablet Accessories >> Cases & Covers >> Rock Cases & Covers""]",4.3,1699.0,1199.0,29.42907592701589,Mobiles & Accessories,Tablet Accessories,₹1K–2K
Unknown,Zwart GURNER 25 L Medium Laptop Backpack,"[""Bags, Wallets & Belts >> Bags >> Backpacks >> Zwart Backpacks""]",4.2,1200.0,492.0,59.0,"Bags, Wallets & Belts",Bags,<₹500
Karatcraft,Karatcraft Yannie Gold Diamond 18 K Ring,"[""Jewellery >> Rings""]",,37806.0,26421.0,30.11426757657515,Jewellery,Rings,₹5K+
BlueStone,BlueStone The Fashion Finesse Yellow Gold Diamond 18 K Ring,"[""Jewellery >> Rings""]",,38389.0,28042.0,26.953033421032067,Jewellery,Rings,₹5K+
Radiant Bay,Radiant Bay Vogue Twist White Gold Diamond 18 K Ring,"[""Jewellery >> Rings""]",,45813.0,36650.0,20.00087311461812,Jewellery,Rings,₹5K+
APS,APS Flip Cover for Apple iPad Air (1st Gen),"[""Mobiles & Accessories >> Tablet Accessories >> Cases & Covers >> APS Cases & Covers""]",,2499.0,1299.0,48.019207683073226,Mobiles & Accessories,Tablet Accessories,₹1K–2K
Karatcraft,Karatcraft Dahlia Yellow Gold Diamond 18 K Ring,"[""Jewellery >> Rings""]",,42734.0,30596.0,28.403613048158377,Jewellery,Rings,₹5K+
Rakam,Rakam Gold Diamond 18 K Ring,"[""Jewellery >> Rings""]",,45999.0,39999.0,13.04376182090915,Jewellery,Rings,₹5K+
Shashvat Jewels,Shashvat Jewels Yellow Gold Diamond 14 K Ring,"[""Jewellery >> Rings""]",,46029.0,36363.0,20.99980447109431,Jewellery,Rings,₹5K+
Sapatos,Sapatos Plain Single Duvet Brown,"[""Home Furnishing >> Bed Linen >> Blankets, Quilts & Dohars""]",,2999.0,1499.0,50.01667222407469,Home Furnishing,Bed Linen,₹1K–2K
Unknown,AdraxX AdraXx Mini Gyro Stabilized X-Drone Flyer,"[""Toys & School Supplies >> Remote Control Toys >> AdraxX Remote Control Toys""]",,6499.0,3119.0,52.00800123095861,Toys & School Supplies,Remote Control Toys,₹2K–5K
Karatcraft,Karatcraft Clariz Gold Diamond 18 K Ring,"[""Jewellery >> Rings""]",,46452.0,33106.0,28.730732799448894,Jewellery,Rings,₹5K+
Karatcraft,Karatcraft River Delta Yellow Gold Diamond 18 K Ring,"[""Jewellery >> Rings""]",,38309.0,26988.0,29.551802448510795,Jewellery,Rings,₹5K+
Karatcraft,Karatcraft Zetra Yellow Gold Diamond 18 K Ring,"[""Jewellery >> Rings""]",,40871.0,30842.0,24.538181106407965,Jewellery,Rings,₹5K+
Karatcraft,Karatcraft Decoro Yellow Gold Diamond 18 K Ring,"[""Jewellery >> Rings""]",,36586.0,25686.0,29.792816924506642,Jewellery,Rings,₹5K+
Sapatos,Sapatos Plain Single Duvet Blue,"[""Home Furnishing >> Bed Linen >> Blankets, Quilts & Dohars""]",,2999.0,1499.0,50.01667222407469,Home Furnishing,Bed Linen,₹1K–2K
Unknown,Twisha Bear Sitting  - 7 inch,"[""Toys & School Supplies >> Soft Toys >> Twisha Soft Toys""]",,249.0,249.0,0.0,Toys & School Supplies,Soft Toys,<₹500
P.N.Gadgil Jewellers,P.N.Gadgil Jewellers Gold Diamond 18K Yellow Gold 18 K Ring,"[""Jewellery >> Rings""]",,49998.0,36882.0,26.233049321972878,Jewellery,Rings,₹5K+
Radiant Bay,Radiant Bay Pretty Me White Gold Diamond 18 K Ring,"[""Jewellery >> Rings""]",,49519.0,39615.0,20.00040388537733,Jewellery,Rings,₹5K+
Karatcraft,Karatcraft Scalaria Yellow Gold Diamond 18 K Ring,"[""Jewellery >> Rings""]",,37752.0,26231.0,30.517588472133927,Jewellery,Rings,₹5K+
MHK,"MHK Pouch for Apple iPad Air, Apple iPad Air 2, Apple 4th Generation iPad, Apple iPad 4","[""Mobiles & Accessories >> Tablet Accessories >> Cases & Covers >> MHK Cases & Covers""]",,2199.0,1199.0,45.47521600727604,Mobiles & Accessories,Tablet Accessories,₹1K–2K
Karatcraft,Karatcraft Paltini Gold Diamond 18 K Ring,"[""Jewellery >> Rings""]",,49999.0,38287.0,23.424468489369787,Jewellery,Rings,₹5K+
Unknown,TeEye Goggles Bag 8 L Medium Backpack,"[""Bags, Wallets & Belts >> Bags >> Backpacks >> TeEye Backpacks""]",,1999.0,550.0,72.48624312156078,"Bags, Wallets & Belts",Bags,₹500–1K
BMS Lifestyle,BMS Lifestyle Keyboard Case for Apple iPad Air,"[""Mobiles & Accessories >> Tablet Accessories >> Cases & Covers >> BMS Lifestyle Cases & Covers""]",,1999.0,1499.0,25.012506253126567,Mobiles & Accessories,Tablet Accessories,₹1K–2K
Jewels5,Jewels5 Olivoa Gold Diamond 18 K Ring,"[""Jewellery >> Rings""]",,37437.0,26571.0,29.024761599487135,Jewellery,Rings,₹5K+
Caratcents,Caratcents Gold 18 K Ring,"[""Jewellery >> Rings""]",,49999.0,37652.0,24.694493889877798,Jewellery,Rings,₹5K+
Suranas Jewelove,Suranas Jewelove Price Point Bands Sj Pto 234 Platinum Ring Set,"[""Jewellery >> Rings""]",,49999.0,40000.0,19.99839996799936,Jewellery,Rings,₹5K+
Eventz Gifts,Eventz Gifts Allah Showpiece  -  20 cm,"[""Home Decor & Festive Needs >> Table Decor & Handicrafts >> Showpieces >> Religious Idols >> Eventz Gifts Religious Idols""]",,1300.0,910.0,30.0,Home Decor & Festive Needs,Table Decor & Handicrafts,₹500–1K
BlueStone,BlueStone The Morning Glory Band White Gold Diamond 18 K Ring,"[""Jewellery >> Rings""]",,49421.0,36576.0,25.99097549624653,Jewellery,Rings,₹5K+
Remington,Remington Body Hair BHT6100 Trimmer For Men,"[""Health & Personal Care Appliances >> Personal Care Appliances >> Trimmers""]",4.5,2495.0,1996.0,20.0,Health & Personal Care Appliances,Personal Care Appliances,₹1K–2K
Karatcraft,Karatcraft Intima Yellow Gold Diamond 18 K Ring,"[""Jewellery >> Rings""]",,40097.0,29902.0,25.425842332344068,Jewellery,Rings,₹5K+
Sapatos,Sapatos Plain Single Duvet Maroon,"[""Home Furnishing >> Bed Linen >> Blankets, Quilts & Dohars""]",,2999.0,1499.0,50.01667222407469,Home Furnishing,Bed Linen,₹1K–2K
Unknown,Maisto Rock Crawler 3XL,"[""Toys & School Supplies >> Remote Control Toys >> Maisto Remote Control Toys""]",,4990.0,4990.0,0.0,Toys & School Supplies,Remote Control Toys,₹2K–5K
Shashvat Jewels,Shashvat Jewels Yellow Gold Diamond 18 K Ring,"[""Jewellery >> Rings""]",,47845.0,37798.0,20.99905946284878,Jewellery,Rings,₹5K+
Home Originals,Home Originals Abstract Double Quilts & Comforters Multicolor,"[""Home Furnishing >> Bed Linen >> Blankets, Quilts & Dohars""]",,2999.0,1199.0,60.02000666888962,Home Furnishing,Bed Linen,₹1K–2K
Bid4desire,"Bid4desire Resin, Alloy Jewel Set","[""Jewellery >> Jewellery Sets""]",,550.0,500.0,9.090909090909092,Jewellery,Jewellery Sets,<₹500
Karatcraft,Karatcraft Platzi Yellow Gold Diamond 18 K Ring,"[""Jewellery >> Rings""]",,36631.0,25552.0,30.24487455979908,Jewellery,Rings,₹5K+
Sapatos,Sapatos Plain Single Dohar Black,"[""Home Furnishing >> Bed Linen >> Blankets, Quilts & Dohars""]",,2999.0,1499.0,50.01667222407469,Home Furnishing,Bed Linen,₹1K–2K
Radiant Bay,Radiant Bay Luxurious Solitaire White Gold Diamond 18 K Ring,"[""Jewellery >> Rings""]",,32460.0,25968.0,20.0,Jewellery,Rings,₹5K+
Radiant Bay,Radiant Bay Radiant Love White Gold Diamond 18 K Ring,"[""Jewellery >> Rings""]",,37904.0,30323.0,20.00052764879696,Jewellery,Rings,₹5K+
Hoko,Hoko Book Cover for Apple iPad 3 (The new iPad),"[""Mobiles & Accessories >> Tablet Accessories >> Cases & Covers >> Hoko Cases & Covers""]",,2500.0,1250.0,50.0,Mobiles & Accessories,Tablet Accessories,₹1K–2K
Pompom Sweethearts,Pompom Sweethearts Velcro U Shape Nappy Set Of 5,"[""Baby Care >> Diapering & Potty Training >> Nappies & Cloth Diapers >> Pompom Sweethearts Nappies & Cloth Diapers""]",,349.0,279.0,20.057306590257877,Baby Care,Diapering & Potty Training,<₹500
Jewels5,Jewels5 Lavatera Yellow Gold Diamond 18 K Ring,"[""Jewellery >> Rings""]",,39780.0,28172.0,29.180492709904478,Jewellery,Rings,₹5K+
Karatcraft,Karatcraft Purezza Yellow Gold Diamond 18 K Ring,"[""Jewellery >> Rings""]",,41671.0,29051.0,30.28485037556094,Jewellery,Rings,₹5K+
Unique Designes,Unique Designes Flip Cover for Apple IPAD PRO(12 INCH),"[""Mobiles & Accessories >> Tablet Accessories >> Cases & Covers >> Unique Designes Cases & Covers""]",,1999.0,1499.0,25.012506253126567,Mobiles & Accessories,Tablet Accessories,₹1K–2K
Unknown,Cotton Breeze Printed Women's A-line Skirt,"[""Clothing >> Women's Clothing >> Western Wear >> Dresses & Skirts >> Skirts >> Cotton Breeze Skirts""]",,899.0,365.0,59.399332591768626,Clothing,Women's Clothing,<₹500
Radiant Bay,Radiant Bay Striking Square White Gold Diamond 18 K Ring,"[""Jewellery >> Rings""]",,31337.0,25070.0,19.998723553626704,Jewellery,Rings,₹5K+
X Doria,X Doria Book Case for iPad / 2,"[""Mobiles & Accessories >> Tablet Accessories >> Cases & Covers >> X Doria Cases & Covers""]",,2295.0,1928.0,15.99128540305011,Mobiles & Accessories,Tablet Accessories,₹1K–2K
Radiant Bay,Radiant Bay Astonishing Yellow Gold Diamond 18 K Ring,"[""Jewellery >> Rings""]",,39002.0,31202.0,19.99897441156864,Jewellery,Rings,₹5K+
WhiteGems,WhiteGems Appealing Damtshaa Gold Diamond 18 K Ring,"[""Jewellery >> Rings""]",,40360.0,33966.0,15.842418235877107,Jewellery,Rings,₹5K+
Radiant Bay,Radiant Bay Five Stone Yellow Gold Diamond 14 K Ring,"[""Jewellery >> Rings""]",,33188.0,26550.0,20.001205254911415,Jewellery,Rings,₹5K+
Unknown,President Pyramid,"[""Sports & Fitness >> Outdoor & Adventure >> Camping & Hiking >> Camping & Hiking Bags & Packs >> President Camping & Hiking Bags & Packs""]",3.9,1349.0,899.0,33.35804299481097,Sports & Fitness,Outdoor & Adventure,₹500–1K
Jewels5,Jewels5 Aphrodite Gold Diamond 18 K Ring,"[""Jewellery >> Rings""]",,44851.0,31636.0,29.464225992731492,Jewellery,Rings,₹5K+
Radiant Bay,Radiant Bay Flourishing Infinity White Gold Diamond 14 K Ring,"[""Jewellery >> Rings""]",,33004.0,26403.0,20.000605987153072,Jewellery,Rings,₹5K+
Rakam,Rakam Gold Diamond Yellow Gold 18 K Ring,"[""Jewellery >> Rings""]",,36125.0,30706.0,15.000692041522493,Jewellery,Rings,₹5K+
Karatcraft,Karatcraft Vinea Yellow Gold Diamond 18 K Ring,"[""Jewellery >> Rings""]",,38752.0,27434.0,29.20623451692816,Jewellery,Rings,₹5K+
Pretty Women,Pretty Women Alloy Jewel Set,"[""Jewellery >> Jewellery Sets""]",,595.0,595.0,0.0,Jewellery,Jewellery Sets,₹500–1K
Rock,Rock Book Cover for Apple iPad Air 2,"[""Mobiles & Accessories >> Tablet Accessories >> Cases & Covers >> Rock Cases & Covers""]",,2599.0,1550.0,40.3616775682955,Mobiles & Accessories,Tablet Accessories,₹1K–2K
Karatcraft,Karatcraft Dilectus Yellow Gold Diamond 18 K Ring,"[""Jewellery >> Rings""]",,37917.0,27193.0,28.28282828282828,Jewellery,Rings,₹5K+
Rakam,Rakam Gold Diamond Yellow Gold 18 K Ring,"[""Jewellery >> Rings""]",,33625.0,28581.0,15.00074349442379,Jewellery,Rings,₹5K+
Riddhi Impex,Riddhi Impex Blue 152 cm Table Runner,"[""Home Furnishing >> Kitchen & Dining Linen >> Table Runners""]",,1000.0,499.0,50.1,Home Furnishing,Kitchen & Dining Linen,<₹500
Sapatos,Sapatos Striped Single Duvet White & Purple,"[""Home Furnishing >> Bed Linen >> Blankets, Quilts & Dohars""]",,2999.0,1499.0,50.01667222407469,Home Furnishing,Bed Linen,₹1K–2K
BlueStone,BlueStone The Divine Union for Him Yellow Gold Diamond 18 K Ring,"[""Jewellery >> Rings""]",,32660.0,25475.0,21.9993876301286,Jewellery,Rings,₹5K+
Dressmyphone,Dressmyphone Flip Cover for Apple Ipad Mini 1/2,"[""Mobiles & Accessories >> Tablet Accessories >> Cases & Covers >> Dressmyphone Cases & Covers""]",,1599.0,1299.0,18.76172607879925,Mobiles & Accessories,Tablet Accessories,₹1K–2K
Unknown,Angel Glitter School Bag,"[""Bags, Wallets & Belts >> Bags >> Backpacks >> Angel Glitter Backpacks""]",,600.0,300.0,50.0,"Bags, Wallets & Belts",Bags,<₹500
Karatcraft,Karatcraft Dilectus Yellow Gold Diamond 18 K Ring,"[""Jewellery >> Rings""]",,39174.0,27823.0,28.975851329963753,Jewellery,Rings,₹5K+
Abhushan,Abhushan Radha Krishna on Swing Showpiece  -  19 cm,"[""Home Decor & Festive Needs >> Showpieces >> Abhushan Showpieces""]",,900.0,695.0,22.77777777777778,Home Decor & Festive Needs,Showpieces,₹500–1K
BlueStone,BlueStone The Glamour Fiesta Yellow Gold Diamond 18 K Ring,"[""Jewellery >> Rings""]",,35384.0,25732.0,27.27786570201221,Jewellery,Rings,₹5K+
Karatcraft,Karatcraft Raciel Gold Diamond 18 K Ring,"[""Jewellery >> Rings""]",,35581.0,27766.0,21.963969534302016,Jewellery,Rings,₹5K+
Unknown,One Femme Self Design Women's Muffler,"[""Clothing >> Women's Clothing >> Accessories >> Mufflers >> One Femme Mufflers""]",,2300.0,499.0,78.30434782608697,Clothing,Women's Clothing,<₹500
BlueStone,BlueStone The Nabha Yellow Gold Diamond 14 K Ring,"[""Jewellery >> Rings""]",,42939.0,29942.0,30.268520459256155,Jewellery,Rings,₹5K+
Karatcraft,Karatcraft Donna Gold Diamond 18 K Ring,"[""Jewellery >> Rings""]",,49999.0,35965.0,28.068561371227425,Jewellery,Rings,₹5K+
Radiant Bay,Radiant Bay Significant Square White Gold Diamond 18 K Ring,"[""Jewellery >> Rings""]",,33033.0,26426.0,20.00121091030182,Jewellery,Rings,₹5K+
BMS Lifestyle,BMS Lifestyle Book Cover for Apple iPad Mini 3 C82,"[""Mobiles & Accessories >> Tablet Accessories >> Cases & Covers >> BMS Lifestyle Cases & Covers""]",,1599.0,1049.0,34.39649781113196,Mobiles & Accessories,Tablet Accessories,₹1K–2K
BlueStone,"BlueStone Priyala Ring Yellow Gold Diamond, Ruby 18 K Ring","[""Jewellery >> Rings""]",,41863.0,32225.0,23.022716957695337,Jewellery,Rings,₹5K+
BlueStone,"BlueStone The Ziva Yellow Gold Diamond, Emerald 18 K Ring","[""Jewellery >> Rings""]",,33477.0,26677.0,20.31245332616423,Jewellery,Rings,₹5K+
Rakam,Rakam Gold Diamond Yellow Gold 18 K Ring,"[""Jewellery >> Rings""]",,29875.0,25393.0,15.002510460251045,Jewellery,Rings,₹5K+
Caratify,Caratify Uniter Gold Diamond 14K Rose Gold 14 K Ring,"[""Jewellery >> Rings""]",,40000.0,28580.0,28.549999999999997,Jewellery,Rings,₹5K+
DailyObjects,DailyObjects Book Cover for Apple iPad Mini With Retina Display,"[""Mobiles & Accessories >> Tablet Accessories >> Cases & Covers >> DailyObjects Cases & Covers""]",,1999.0,1685.0,15.70785392696348,Mobiles & Accessories,Tablet Accessories,₹1K–2K
Karatcraft,Karatcraft Dilectus Yellow Gold Diamond 18 K Ring,"[""Jewellery >> Rings""]",,38615.0,27543.0,28.672795545772367,Jewellery,Rings,₹5K+
Voylla,Voylla Artifictial Alloy Jewel Set,"[""Jewellery >> Jewellery Sets""]",,749.0,609.0,18.69158878504673,Jewellery,Jewellery Sets,₹500–1K
BlueStone,"BlueStone The Amorous Noble White Gold Diamond, Tourmaline 18 K Ring","[""Jewellery >> Rings""]",,34822.0,25415.0,27.01453104359313,Jewellery,Rings,₹5K+
Radiant Bay,Radiant Bay Vogue Twist White Gold Diamond 14 K Ring,"[""Jewellery >> Rings""]",,41673.0,33338.0,20.000959854102177,Jewellery,Rings,₹5K+
Sapatos,Sapatos Geometric Single Duvet Purple & Pink,"[""Home Furnishing >> Bed Linen >> Blankets, Quilts & Dohars""]",,2999.0,1499.0,50.01667222407469,Home Furnishing,Bed Linen,₹1K–2K
Rakam,"Rakam Gold Emerald, Diamond 18 K Ring","[""Jewellery >> Rings""]",,40999.0,34799.0,15.122320056586746,Jewellery,Rings,₹5K+
Unknown,Zwart Hexapac-FG 25 L Backpack,"[""Bags, Wallets & Belts >> Bags >> Backpacks >> Zwart Backpacks""]",,1400.0,575.0,58.92857142857143,"Bags, Wallets & Belts",Bags,₹500–1K
Sapatos,Sapatos Abstract Single Quilts & Comforters Maroon & Gold,"[""Home Furnishing >> Bed Linen >> Blankets, Quilts & Dohars""]",,2999.0,1499.0,50.01667222407469,Home Furnishing,Bed Linen,₹1K–2K
Reet,Reet Hot Selling Yellow Gold Diamond 18 K Ring,"[""Jewellery >> Rings""]",,49999.0,41499.0,17.000340006800137,Jewellery,Rings,₹5K+
SPANGLE,SPANGLE Floral King Blanket CC0070001,"[""Home Furnishing >> Bed Linen >> Blankets, Quilts & Dohars""]",,2000.0,1100.0,45.0,Home Furnishing,Bed Linen,₹1K–2K
Fullcutdiamond,Fullcutdiamond FCDR806R White Gold Diamond 18K White Gold 18 K Ring,"[""Jewellery >> Rings""]",,47673.0,33372.0,29.998112138946574,Jewellery,Rings,₹5K+
Unknown,Gamma 78 Green Dot Tennis Ball -   Size: 3,"[""Sports & Fitness >> Racquet Sports >> Tennis >> Tennis Balls >> Gamma Tennis Balls""]",,1900.0,1250.0,34.21052631578947,Sports & Fitness,Racquet Sports,₹1K–2K
Karatcraft,Karatcraft Merro Gold Diamond 18 K Ring,"[""Jewellery >> Rings""]",,43469.0,31049.0,28.57208585428696,Jewellery,Rings,₹5K+
Rock,Rock Book Cover for Samsung Galaxy Note 8.0 N5100,"[""Mobiles & Accessories >> Tablet Accessories >> Cases & Covers >> Rock Cases & Covers""]",4.7,1599.0,1199.0,25.01563477173233,Mobiles & Accessories,Tablet Accessories,₹1K–2K
Karatcraft,Karatcraft Wania Gold Diamond 18 K Ring,"[""Jewellery >> Rings""]",,43462.0,30829.0,29.066770972343658,Jewellery,Rings,₹5K+
Aviiq,Aviiq Book Cover for Apple iPad Mini,"[""Mobiles & Accessories >> Tablet Accessories >> Cases & Covers >> Aviiq Cases & Covers""]",,1350.0,1012.0,25.037037037037035,Mobiles & Accessories,Tablet Accessories,₹1K–2K
BlueStone,BlueStone The Beleca White Gold Diamond 18 K Ring,"[""Jewellery >> Rings""]",,35258.0,26686.0,24.312212831130523,Jewellery,Rings,₹5K+
Karatcraft,Karatcraft Zetra Yellow Gold Diamond 18 K Ring,"[""Jewellery >> Rings""]",,40563.0,30106.0,25.779651406454157,Jewellery,Rings,₹5K+
Radiant Bay,Radiant Bay Sublime Stunner White Gold Diamond 18 K Ring,"[""Jewellery >> Rings""]",,31418.0,25134.0,20.001273155515946,Jewellery,Rings,₹5K+
Radiant Bay,Radiant Bay Modish White Gold Diamond 14 K Ring,"[""Jewellery >> Rings""]",,38226.0,30581.0,19.99947679589808,Jewellery,Rings,₹5K+
Voylla,Voylla Precious Plain Yellow Gold Diamond Yellow Gold 14 K Ring,"[""Jewellery >> Rings""]",,34799.0,27739.0,20.287939308600823,Jewellery,Rings,₹5K+
Enthopia,"Enthopia Back Cover for iPad Mini, iPad Mini 2, iPad Mini Retina","[""Mobiles & Accessories >> Tablet Accessories >> Cases & Covers >> Enthopia Cases & Covers""]",,2895.0,1499.0,48.22107081174439,Mobiles & Accessories,Tablet Accessories,₹1K–2K
Home Originals,Home Originals Floral Double Quilts & Comforters Multicolor,"[""Home Furnishing >> Bed Linen >> Blankets, Quilts & Dohars""]",,2999.0,1199.0,60.02000666888962,Home Furnishing,Bed Linen,₹1K–2K
Ratnam,"Ratnam Gold Ruby, Diamond 14 K Ring","[""Jewellery >> Rings""]",,43000.0,35850.0,16.627906976744185,Jewellery,Rings,₹5K+
Rock,Rock Flip Cover for iPad Air,"[""Mobiles & Accessories >> Tablet Accessories >> Cases & Covers >> Rock Cases & Covers""]",,1899.0,1699.0,10.5318588730911,Mobiles & Accessories,Tablet Accessories,₹1K–2K
BlueStone,BlueStone The Dali White Gold Diamond 18 K Ring,"[""Jewellery >> Rings""]",,36271.0,25076.0,30.864878277411705,Jewellery,Rings,₹5K+
Sapatos,Sapatos Plain Single Duvet Red,"[""Home Furnishing >> Bed Linen >> Blankets, Quilts & Dohars""]",,2999.0,1499.0,50.01667222407469,Home Furnishing,Bed Linen,₹1K–2K
Unknown,Decot Paradise Solid Women's Regular Skirt,"[""Clothing >> Women's Clothing >> Western Wear >> Dresses & Skirts >> Skirts >> Decot Paradise Skirts""]",,1099.0,499.0,54.5950864422202,Clothing,Women's Clothing,<₹500
House This,House This Yellow 150 cm Table Runner,"[""Home Furnishing >> Kitchen & Dining Linen >> Table Runners""]",,399.0,319.0,20.050125313283207,Home Furnishing,Kitchen & Dining Linen,<₹500
Karatcraft,Karatcraft Wadell Gold Diamond 18 K Ring,"[""Jewellery >> Rings""]",,37123.0,26198.0,29.429194838779193,Jewellery,Rings,₹5K+
Bms Lifestyle,Bms Lifestyle Book Cover for Apple iPad 2,"[""Mobiles & Accessories >> Tablet Accessories >> Cases & Covers >> Bms Lifestyle Cases & Covers""]",,1599.0,1049.0,34.39649781113196,Mobiles & Accessories,Tablet Accessories,₹1K–2K
Unknown,Lapaya MNTR2BLU Rucksack  - 85 L,"[""Bags, Wallets & Belts >> Luggage & Travel >> Rucksacks >> Lapaya Rucksacks""]",,5000.0,2052.0,58.96,"Bags, Wallets & Belts",Luggage & Travel,₹2K–5K
Radiant Bay,Radiant Bay Royal DÃ©cor White Gold Diamond 18 K Ring,"[""Jewellery >> Rings""]",,35974.0,28779.0,20.000555957080113,Jewellery,Rings,₹5K+
Diti Jewellery,Diti Jewellery Gold 18 K Ring,"[""Jewellery >> Rings""]",,35500.0,26625.0,25.0,Jewellery,Rings,₹5K+
Diti Jewellery,Diti Jewellery 0.09 Cts Certified Diamond Rd0572 Gift Free Shipping Platinum Ring,"[""Jewellery >> Rings""]",,33800.0,25350.0,25.0,Jewellery,Rings,₹5K+
BlueStone,BlueStone Break Free Yellow Gold Diamond 18 K Ring,"[""Jewellery >> Rings""]",,44297.0,33441.0,24.50730297762828,Jewellery,Rings,₹5K+
